title,Property_Address,price_month,price_week,agent_name,Agent_Number,Created_Date
1 bedroom house share,"Venus Road, Woolwich Dockyard, London SE18 5QQ",675 pcm,156 pw,"Greens, London - Lettings",020 3909 6787,04/09/2023
3 bedroom apartment,Glenbuck Road Surbiton KT6,"2,250 pcm",519 pw,"Century 21 Royale, Kingston Upon Thames",020 3907 3420,02/09/2023
3 bedroom apartment,"Devonshire House, Bath Terrace, London, SE1","3,293 pcm",760 pw,"Residential Realtors, London",020 3834 8384,02/09/2023
3 bedroom apartment,"Florence Road, Brighton","2,750 pcm",635 pw,"W Welch Estate Agents, Worthing",01903 898000,02/09/2023
3 bedroom flat,"Castleford Court, Henderson Drive, NW8","2,995 pcm",691 pw,"Uni Living London, London",020 3909 3849,02/09/2023
Studio flat,"Coronation Road, Hayes, UB3","1,500 pcm",346 pw,"OpenRent, London",020 3322 3265,02/09/2023
2 bedroom apartment,"Logan Place, London, W8 6QN, UK","5,120 pcm","1,182 pw","BLUEGROUND FURNISHED APARTMENTS UK LTD, London",020 3319 6480,01/09/2023
1 bedroom house,"Addison Gardens, Surbiton, Surrey, KT5","1,304 pcm",301 pw,"UKmate, London",020 3984 8345,01/09/2023
2 bedroom apartment,"Fulham Road, Chelsea","4,767 pcm","1,100 pw","Hanley Estates Ltd, London",020 3840 3830,20/07/2023
2 bedroom flat,"Bramah Road, London, SW9","2,860 pcm",660 pw,"UKmate, London",020 3984 8345,01/09/2023
Studio flat,"Hanger Lane, Ealing","1,400 pcm",323 pw,"Castle Hill Properties, Ealing",020 3834 8098,01/09/2023
2 bedroom apartment,"Heygate Street, London, SE17","4,117 pcm",950 pw,"UKmate, London",020 3984 8345,01/09/2023
2 bedroom apartment,"Bezier Apartments, 91 City Road, Old Street, Shoreditch, London, EC1Y","4,550 pcm","1,050 pw","relocate-me.co.uk, London",020 3872 5280,01/09/2023
2 bedroom flat,Kingsway - P1641,"1,400 pcm",323 pw,"Houseen Lettings & Property Services, Hove",020 3840 3525,01/09/2023
Studio apartment,"Lambeth, SE1","1,989 pcm",459 pw,"Bairstow Eves Lettings, Loughton",020 3909 6792,01/09/2023
Studio apartment,"Valentines Park, IG2","1,530 pcm",353 pw,"Bairstow Eves Lettings, Loughton",020 3909 6792,01/09/2023
1 bedroom house share,"Broomfield, Guildford",800 pcm,185 pw,"Kings Estates, Guildford",01483 967900,01/09/2023
Studio apartment,"Whitechapel, E1","1,729 pcm",399 pw,"Bairstow Eves Lettings, Loughton",020 3909 6792,01/09/2023
1 bedroom house share,"Broomfield, Guildford",800 pcm,185 pw,"Kings Estates, Guildford",01483 967900,01/09/2023
5 bedroom flat,"Ablett Street, London, SE16","5,464 pcm","1,261 pw","UKmate, London",020 3984 8345,01/09/2023
3 bedroom flat,"Southlea Road, Datchet, SL3","2,000 pcm
Offers Over",462 pw,"Oakwood Estates, Datchet",01753 387396,01/09/2023
2 bedroom flat,"Wellington Road, St Johns Wood, London, NW8","3,337 pcm",770 pw,"PMP International, Finchley Road",020 3834 8121,01/09/2023
1 bedroom flat,"Chertsey Street, Guildford","1,330 pcm",307 pw,"Kings Estates, Guildford",01483 967900,01/09/2023
Studio flat,"Epsom Road, Guildford",975 pcm,225 pw,"Kings Estates, Guildford",01483 967900,01/09/2023
5 bedroom terraced house,"Cholmeley Road, Reading, RG1 3LR","3,000 pcm",692 pw,"SPACE, Reading",0118 966 6660,01/09/2023
1 bedroom apartment,"Lawrence House, City Road, Clerkenwell, London, EC1V","2,600 pcm",600 pw,"Victorstone, City Road",020 3834 7921,01/09/2023
Studio apartment,"Whitechapel, E1","1,430 pcm",330 pw,"Bairstow Eves Lettings, Loughton",020 3909 6792,01/09/2023
Studio apartment,"South Bank, SE1","2,206 pcm",509 pw,"Bairstow Eves Lettings, Loughton",020 3909 6792,01/09/2023
Studio flat,"North Gower Street, Euston NW1","2,275 pcm",525 pw,"SN Estates London, London",020 3871 1988,01/09/2023
Studio apartment,"Kings Cross, N1","2,665 pcm",615 pw,"Bairstow Eves Lettings, Loughton",020 3909 6792,01/09/2023
2 bedroom apartment,1 Blackfriars Road,"7,500 pcm","1,731 pw","SAB - Saint Andrews Bureau Ltd, London",020 7459 4575,01/09/2023
2 bedroom flat,"Russell Square, City Centre, Brighton, BN1","1,695 pcm",391 pw,"Belvoir -  Brighton and Hove, Brighton",01273 109702,01/09/2023
1 bedroom apartment,"Heatherden House, 124 Pinewood Green, Iver Heath, SL0","1,050 pcm",242 pw,"Hilton King & Locke, Farnham Common",01753 362500,31/08/2023
